0,345.561676
1,345.59525
2,345.643082
3,345.700357
4,345.767508
5,345.848857
6,345.956874
7,346.128581
8,346.479515
9,347.379245
10,347.672858
11,347.782138
12,347.876698
13,347.972213
14,348.054478
15,348.120848
16,348.171707
17,348.207944
18,348.230239
19,348.238871
20,348.233671
21,348.214036
22,348.179013
23,348.127674
24,348.060466
25,347.98388
26,347.899026
27,347.7348
28,346.803382
29,346.457523
30,346.302787
31,346.215891
32,346.157298
33,346.113538
34,346.079419
35,346.052505
36,346.031381
37,346.015088
38,346.002916
39,345.994325
40,345.988896
41,345.986303
42,345.986283
43,345.988619
44,345.993115
45,345.999575
46,346.007739
47,346.017131
48,346.026822
49,346.035507
50,346.042637
51,346.047979
52,346.05138
53,346.052737
54,346.05199
55,346.049119
56,346.044129
57,346.037044
58,346.027904
59,346.016773
60,346.003795
61,345.989333
62,345.974432
63,345.962209
64,345.569421
65,345.603841
66,345.652972
67,345.711862
68,345.78091
69,345.864448
70,345.974997
71,346.149713
72,346.504575
73,347.410896
74,347.70637
75,347.817731
76,347.914861
77,348.013035
78,348.097636
79,348.165936
80,348.218316
81,348.25568
82,348.278721
83,348.287722
84,348.282512
85,348.262474
86,348.226641
87,348.174071
88,348.105239
89,348.026825
90,347.940204
91,347.775243
92,346.839012
93,346.490337
94,346.333519
95,346.24496
96,346.185019
97,346.140171
98,346.105185
99,346.077595
100,346.055961
101,346.039306
102,346.026907
103,346.01822
104,346.012827
105,346.010413
106,346.010742
107,346.013653
108,346.019067
109,346.027008
110,346.037569
111,346.050553
112,346.06445
113,346.075779
114,346.084459
115,346.090775
116,346.094811
117,346.09656
118,346.09601
119,346.093166
120,346.088053
121,346.080705
122,346.071164
123,346.059496
124,346.045837
125,346.03055
126,346.014713
127,346.001627
128,345.579068
129,345.614362
130,345.664891
131,345.725561
132,345.796722
133,345.882708
134,345.996087
135,346.174163
136,346.533414
137,347.446918
138,347.744197
139,347.857519
140,347.957245
141,348.058242
142,348.145402
143,348.215868
